,cell_specimen_id,DSI_pref_tf,g_dsi_dg
0,557374817,0.7595077162489999,0.523789557504
1,557374888,0.8258121857690001,0.57849133019
2,557374807,0.192843663332,0.126698953816
3,557374802,0.405345186185,0.476798476817
4,557374843,0.963801166925,0.609645652556
5,557374832,0.91365338511,0.720024298237
6,557374878,0.972311280386,0.872480617557
7,557374838,0.518048190823,0.301799563615
8,557374836,0.430902063238,0.0420370217402
9,557374653,0.6360391745530001,0.448566645392
10,557374683,0.976428338274,0.327283818735
11,557374658,0.7063338562720001,0.218531630222
12,557374645,0.678493664453,0.227453556173
13,557374787,0.980833236347,0.6688757274930001
14,557374719,0.708355354005,0.274273592878
15,557374782,0.17862591195799998,0.288594375955
16,557374714,0.839757597727,0.129204576037
17,557374792,0.401888516187,0.15759386224000002
18,557374797,0.72726195244,0.526902298495
19,557374707,1.0,0.90718972724
20,557374678,0.609743003905,0.2854160644
21,517401244,0.774628618299,0.48138547417
22,517401240,0.769086939239,0.618609134514
23,517401085,0.7648266131470001,0.543855524839
24,517400778,0.663503991282,0.474415782521
25,517400892,0.746379383517,0.260777442376
26,588874289,0.845915805194,0.374046177279
27,588874267,0.936151735406,0.573476223744
28,517400818,0.8380804612430001,0.568806979587
29,517400839,0.546208533449,0.358529457592
30,517400729,0.307104360408,0.16027559359899998
31,517401035,0.931142179721,0.688291388412
32,517400951,0.836934682084,0.543377380809
33,517401045,0.764529524886,0.548860770124
34,517401010,0.8985397602140001,0.340065099268
35,517400946,0.800290193439,0.782368466657
36,517401015,0.751620573923,0.427398812479
37,517401273,0.770676159954,0.383239363093
38,517400812,0.21684142994,0.17498236831099998
39,517401088,0.773769336038,0.429715188366
40,517401169,0.102987219669,0.138915439424
41,517401278,0.676937761339,0.620988121092
42,517401091,0.598809692388,0.436636782046
43,517401157,0.3860620377040001,0.351560486412
44,517401283,0.536538665011,0.436189048828
45,588875049,0.578576393293,0.572574953534
46,517400926,0.675881664146,0.658925117558
47,517400988,0.526232628602,0.438207226117
48,517400931,0.112260345294,0.052162728104800014
49,517401380,0.569302380922,0.301435386327
50,517401061,0.874599937282,0.6610305885159999
51,517401201,0.885002911642,0.676889722484
52,588877765,0.652812772631,0.548689745137
53,517401064,0.6818494089239999,0.30041089468000004
54,517400936,0.396266168826,0.331232640057
55,517401398,0.758230445602,0.492800402594
56,517401181,0.905147146779,0.724461404024
57,517401300,0.120503244119,0.263961200899
58,517401253,0.31079012157200003,0.15809240669000002
59,517401410,0.8781997018909999,0.620443542517
60,517400773,0.783307628374,0.421865511902
61,517400762,0.925619177664,0.631996916098
62,517401362,0.892102754985,0.426580347776
63,517401366,0.470373408664,0.425277460329
64,517401228,0.939656032517,0.601400593415
65,588876846,0.661942517117,0.10538755432
66,517401372,0.60096603724,0.355177083362
67,517400799,1.0,0.531229521395
68,517401215,0.779092899795,0.316917939958
69,588877680,0.388464209907,0.178077200086
70,517401212,0.665615555288,0.542847178414
71,517400844,0.163917898187,0.123622236795
72,517400835,0.640515133622,0.459437856951
73,517401348,0.956862324703,0.7342748500290001
74,517400717,0.947718639992,0.660921592549
75,517401343,0.632279668688,0.223531457086
76,517400793,0.884933962986,0.6239380728580001
77,517401353,0.965347619234,0.817821346865
78,517400968,0.942685619733,0.7758349229449999
79,517400964,0.8710054777299999,0.679755201952
80,517401236,0.598231027836,0.243922472817
81,517401050,0.807235916922,0.6693605211300001
82,588877789,0.0860626140524,0.07994308560989999
83,517401224,0.8098352942479999,0.628348948827
84,517401055,0.656781421934,0.238093490318
85,588877894,0.29884650439300003,0.083802125657
86,517400689,1.0,0.6233694755420001
87,517400692,0.445491514703,0.191868087057
88,588877812,0.928271648385,0.295636733917
89,517400695,0.62819064234,0.345428782574
90,517400698,0.974066867315,0.846956119614
91,517400701,0.389066155718,0.30256020465100003
92,588873873,0.884283495342,0.529152340543
93,517400686,0.934463758206,0.62848811772
94,517400941,0.698356970456,0.470538291584
95,517400757,0.937038350407,0.681337736991
96,517400972,0.6965848165719999,0.58696938052
97,517400707,0.908199521384,0.166904202886
98,517400704,0.0812532232912,0.172660045081
99,588877914,0.805010511014,0.560423279664
100,517401020,0.945097419215,0.309165178936
101,517401025,0.0540822182316,0.20749205374
